policy_id,counts,proxy_gain,q_infinity_movement,q_infinity_critical_epsilon,q_infinity_margin_sign,q_2_movement_squared,q_2_critical_epsilon_squared,q_2_margin_sign,q_1_movement,q_1_critical_epsilon,q_1_margin_sign
292,0;2;2;9;2,11/15,4/5,11/12,positive,16/15,121/240,positive,2,11/30,positive
293,0;2;2;10;1,2/3,14/15,5/7,positive,64/45,5/16,positive,7/3,2/7,positive
294,0;2;2;11;0,3/5,16/15,9/16,positive,28/15,27/140,positive,8/3,9/40,negative
295,0;2;3;0;10,6/5,14/15,9/7,positive,68/45,81/85,positive,7/3,18/35,positive
296,0;2;3;1;9,17/15,4/5,17/12,positive,10/9,289/250,positive,2,17/30,positive
297,0;2;3;2;8,16/15,2/3,8/5,positive,4/5,64/45,positive,5/3,16/25,positive
298,0;2;3;3;7,1,8/15,15/8,positive,26/45,45/26,positive,4/3,3/4,positive
299,0;2;3;4;6,14/15,8/15,7/4,positive,4/9,49/25,positive,1,14/15,positive
300,0;2;3;5;5,13/15,8/15,13/8,positive,2/5,169/90,positive,1,13/15,positive
301,0;2;3;6;4,4/5,8/15,3/2,positive,4/9,36/25,positive,1,4/5,positive
302,0;2;3;7;3,11/15,8/15,11/8,positive,26/45,121/130,positive,4/3,11/20,positive
303,0;2;3;8;2,2/3,2/3,1,positive,4/5,5/9,positive,5/3,2/5,positive
304,0;2;3;9;1,3/5,4/5,3/4,positive,10/9,81/250,positive,2,3/10,positive
305,0;2;3;10;0,8/15,14/15,4/7,positive,68/45,16/85,positive,7/3,8/35,negative
306,0;2;4;0;9,16/15,14/15,8/7,positive,56/45,32/35,positive,2,8/15,positive
307,0;2;4;1;8,1,4/5,5/4,positive,8/9,9/8,positive,5/3,3/5,positive
308,0;2;4;2;7,14/15,2/3,7/5,positive,28/45,7/5,positive,4/3,7/10,positive
309,0;2;4;3;6,13/15,8/15,13/8,positive,4/9,169/100,positive,1,13/15,positive
310,0;2;4;4;5,4/5,8/15,3/2,positive,16/45,9/5,positive,1,4/5,positive
311,0;2;4;5;4,11/15,8/15,11/8,positive,16/45,121/80,positive,1,11/15,positive
312,0;2;4;6;3,2/3,8/15,5/4,positive,4/9,1,positive,1,2/3,positive
313,0;2;4;7;2,3/5,2/3,9/10,positive,28/45,81/140,positive,4/3,9/20,positive
314,0;2;4;8;1,8/15,4/5,2/3,positive,8/9,8/25,positive,5/3,8/25,positive
315,0;2;4;9;0,7/15,14/15,1/2,positive,56/45,7/40,positive,2,7/30,negative
316,0;2;5;0;8,14/15,14/15,1,positive,16/15,49/60,positive,5/3,14/25,positive
317,0;2;5;1;7,13/15,4/5,13/12,positive,34/45,169/170,positive,4/3,13/20,positive
318,0;2;5;2;6,4/5,2/3,6/5,positive,8/15,6/5,positive,1,4/5,positive
319,0;2;5;3;5,11/15,8/15,11/8,positive,2/5,121/90,positive,1,11/15,positive
320,0;2;5;4;4,2/3,8/15,5/4,positive,16/45,5/4,positive,1,2/3,positive
321,0;2;5;5;3,3/5,8/15,9/8,positive,2/5,9/10,positive,1,3/5,positive
322,0;2;5;6;2,8/15,2/3,4/5,positive,8/15,8/15,positive,1,8/15,positive
323,0;2;5;7;1,7/15,4/5,7/12,positive,34/45,49/170,positive,4/3,7/20,positive
324,0;2;5;8;0,2/5,14/15,3/7,positive,16/15,3/20,positive,5/3,6/25,negative
325,0;2;6;0;7,4/5,14/15,6/7,positive,44/45,36/55,positive,4/3,3/5,positive
326,0;2;6;1;6,11/15,4/5,11/12,positive,32/45,121/160,positive,1,11/15,positive
327,0;2;6;2;5,2/3,2/3,1,positive,8/15,5/6,positive,1,2/3,positive
328,0;2;6;3;4,3/5,8/15,9/8,positive,4/9,81/100,positive,1,3/5,positive
329,0;2;6;4;3,8/15,8/15,1,positive,4/9,16/25,positive,1,8/15,positive
330,0;2;6;5;2,7/15,2/3,7/10,positive,8/15,49/120,positive,1,7/15,positive
331,0;2;6;6;1,2/5,4/5,1/2,positive,32/45,9/40,positive,1,2/5,positive
332,0;2;6;7;0,1/3,14/15,5/14,positive,44/45,5/44,positive,4/3,1/4,zero
333,0;2;7;0;6,2/3,14/15,5/7,positive,44/45,5/11,positive,4/3,1/2,positive
334,0;2;7;1;5,3/5,4/5,3/4,positive,34/45,81/170,positive,4/3,9/20,positive
335,0;2;7;2;4,8/15,2/3,4/5,positive,28/45,16/35,positive,4/3,2/5,positive
336,0;2;7;3;3,7/15,8/15,7/8,positive,26/45,49/130,positive,4/3,7/20,positive
337,0;2;7;4;2,2/5,2/3,3/5,positive,28/45,9/35,positive,4/3,3/10,positive
338,0;2;7;5;1,1/3,4/5,5/12,positive,34/45,5/34,positive,4/3,1/4,zero
339,0;2;7;6;0,4/15,14/15,2/7,positive,44/45,4/55,positive,4/3,1/5,negative
340,0;2;8;0;5,8/15,14/15,4/7,positive,16/15,4/15,positive,5/3,8/25,positive
341,0;2;8;1;4,7/15,4/5,7/12,positive,8/9,49/200,positive,5/3,7/25,positive
342,0;2;8;2;3,2/5,2/3,3/5,positive,4/5,1/5,positive,5/3,6/25,negative
343,0;2;8;3;2,1/3,2/3,1/2,positive,4/5,5/36,positive,5/3,1/5,negative
344,0;2;8;4;1,4/15,4/5,1/3,positive,8/9,2/25,positive,5/3,4/25,negative
345,0;2;8;5;0,1/5,14/15,3/14,negative,16/15,3/80,negative,5/3,3/25,negative
346,0;2;9;0;4,2/5,14/15,3/7,positive,56/45,9/70,positive,2,1/5,negative
347,0;2;9;1;3,1/3,4/5,5/12,positive,10/9,1/10,positive,2,1/6,negative
348,0;2;9;2;2,4/15,4/5,1/3,positive,16/15,1/15,positive,2,2/15,negative
349,0;2;9;3;1,1/5,4/5,1/4,zero,10/9,9/250,negative,2,1/10,negative
350,0;2;9;4;0,2/15,14/15,1/7,negative,56/45,1/70,negative,2,1/15,negative
351,0;2;10;0;3,4/15,14/15,2/7,positive,68/45,4/85,negative,7/3,4/35,negative
352,0;2;10;1;2,1/5,14/15,3/14,negative,64/45,9/320,negative,7/3,3/35,negative
353,0;2;10;2;1,2/15,14/15,1/7,negative,64/45,1/80,negative,7/3,2/35,negative
354,0;2;10;3;0,1/15,14/15,1/14,negative,68/45,1/340,negative,7/3,1/35,negative
355,0;2;11;0;2,2/15,16/15,1/8,negative,28/15,1/105,negative,8/3,1/20,negative
356,0;2;11;1;1,1/15,16/15,1/16,negative,82/45,1/410,negative,8/3,1/40,negative
361,0;3;0;0;12,7/5,6/5,7/6,positive,12/5,49/60,positive,3,7/15,positive
362,0;3;0;1;11,4/3,16/15,5/4,positive,86/45,40/43,positive,8/3,1/2,positive
363,0;3;0;2;10,19/15,14/15,19/14,positive,68/45,361/340,positive,7/3,19/35,positive
364,0;3;0;3;9,6/5,4/5,3/2,positive,6/5,6/5,positive,2,3/5,positive
365,0;3;0;4;8,17/15,4/5,17/12,positive,44/45,289/220,positive,5/3,17/25,positive
366,0;3;0;5;7,16/15,4/5,4/3,positive,38/45,128/95,positive,4/3,4/5,positive
367,0;3;0;6;6,1,4/5,5/4,positive,4/5,5/4,positive,1,1,positive
368,0;3;0;7;5,14/15,4/5,7/6,positive,38/45,98/95,positive,4/3,7/10,positive
369,0;3;0;8;4,13/15,4/5,13/12,positive,44/45,169/220,positive,5/3,13/25,positive
370,0;3;0;9;3,4/5,4/5,1,positive,6/5,8/15,positive,2,2/5,positive
371,0;3;0;10;2,11/15,14/15,11/14,positive,68/45,121/340,positive,7/3,11/35,positive
372,0;3;0;11;1,2/3,16/15,5/8,positive,86/45,10/43,positive,8/3,1/4,zero
373,0;3;0;12;0,3/5,6/5,1/2,positive,12/5,3/20,positive,3,1/5,negative
374,0;3;1;0;11,19/15,16/15,19/16,positive,86/45,361/430,positive,8/3,19/40,positive
375,0;3;1;1;10,6/5,14/15,9/7,positive,22/15,54/55,positive,7/3,18/35,positive
376,0;3;1;2;9,17/15,4/5,17/12,positive,10/9,289/250,positive,2,17/30,positive
377,0;3;1;3;8,16/15,2/3,8/5,positive,38/45,128/95,positive,5/3,16/25,positive
378,0;3;1;4;7,1,2/3,3/2,positive,2/3,3/2,positive,4/3,3/4,positive
379,0;3;1;5;6,14/15,2/3,7/5,positive,26/45,98/65,positive,1,14/15,positive
380,0;3;1;6;5,13/15,2/3,13/10,positive,26/45,13/10,positive,1,13/15,positive
381,0;3;1;7;4,4/5,2/3,6/5,positive,2/3,24/25,positive,4/3,3/5,positive
382,0;3;1;8;3,11/15,2/3,11/10,positive,38/45,121/190,positive,5/3,11/25,positive
383,0;3;1;9;2,2/3,4/5,5/6,positive,10/9,2/5,positive,2,1/3,positive
384,0;3;1;10;1,3/5,14/15,9/14,positive,22/15,27/110,positive,7/3,9/35,positive
385,0;3;1;11;0,8/15,16/15,1/2,positive,86/45,32/215,positive,8/3,1/5,negative
386,0;3;2;0;10,17/15,14/15,17/14,positive,68/45,17/20,positive,7/3,17/35,positive
387,0;3;2;1;9,16/15,4/5,4/3,positive,10/9,128/125,positive,2,8/15,positive
388,0;3;2;2;8,1,2/3,3/2,positive,4/5,5/4,positive,5/3,3/5,positive
389,0;3;2;3;7,14/15,8/15,7/4,positive,26/45,98/65,positive,4/3,7/10,positive
390,0;3;2;4;6,13/15,8/15,13/8,positive,4/9,169/100,positive,1,13/15,positive
391,0;3;2;5;5,4/5,8/15,3/2,positive,2/5,8/5,positive,1,4/5,positive
392,0;3;2;6;4,11/15,8/15,11/8,positive,4/9,121/100,positive,1,11/15,positive
393,0;3;2;7;3,2/3,8/15,5/4,positive,26/45,10/13,positive,4/3,1/2,positive
394,0;3;2;8;2,3/5,2/3,9/10,positive,4/5,9/20,positive,5/3,9/25,positive
395,0;3;2;9;1,8/15,4/5,2/3,positive,10/9,32/125,positive,2,4/15,positive
396,0;3;2;10;0,7/15,14/15,1/2,positive,68/45,49/340,positive,7/3,1/5,negative
397,0;3;3;0;9,1,4/5,5/4,positive,6/5,5/6,positive,2,1/2,positive
398,0;3;3;1;8,14/15,2/3,7/5,positive,38/45,98/95,positive,5/3,14/25,positive
399,0;3;3;2;7,13/15,8/15,13/8,positive,26/45,13/10,positive,4/3,13/20,positive
400,0;3;3;3;6,4/5,2/5,2,positive,2/5,8/5,positive,1,4/5,positive
401,0;3;3;4;5,11/15,2/5,11/6,positive,14/45,121/70,positive,1,11/15,positive
402,0;3;3;5;4,2/3,2/5,5/3,positive,14/45,10/7,positive,1,2/3,positive
403,0;3;3;6;3,3/5,2/5,3/2,positive,2/5,9/10,positive,1,3/5,positive
404,0;3;3;7;2,8/15,8/15,1,positive,26/45,32/65,positive,4/3,2/5,positive
405,0;3;3;8;1,7/15,2/3,7/10,positive,38/45,49/190,positive,5/3,7/25,positive
406,0;3;3;9;0,2/5,4/5,1/2,positive,6/5,2/15,positive,2,1/5,negative
407,0;3;4;0;8,13/15,4/5,13/12,positive,44/45,169/220,positive,5/3,13/25,positive
408,0;3;4;1;7,4/5,2/3,6/5,positive,2/3,24/25,positive,4/3,3/5,positive
409,0;3;4;2;6,11/15,8/15,11/8,positive,4/9,121/100,positive,1,11/15,positive
410,0;3;4;3;5,2/3,2/5,5/3,positive,14/45,10/7,positive,1,2/3,positive
411,0;3;4;4;4,3/5,2/5,3/2,positive,4/15,27/20,positive,1,3/5,positive
412,0;3;4;5;3,8/15,2/5,4/3,positive,14/45,32/35,positive,1,8/15,positive
413,0;3;4;6;2,7/15,8/15,7/8,positive,4/9,49/100,positive,1,7/15,positive
414,0;3;4;7;1,2/5,2/3,3/5,positive,2/3,6/25,positive,4/3,3/10,positive
415,0;3;4;8;0,1/3,4/5,5/12,positive,44/45,5/44,positive,5/3,1/5,negative
416,0;3;5;0;7,11/15,4/5,11/12,positive,38/45,121/190,positive,4/3,11/20,positive
417,0;3;5;1;6,2/3,2/3,1,positive,26/45,10/13,positive,1,2/3,positive
418,0;3;5;2;5,3/5,8/15,9/8,positive,2/5,9/10,positive,1,3/5,positive
419,0;3;5;3;4,8/15,2/5,4/3,positive,14/45,32/35,positive,1,8/15,positive
420,0;3;5;4;3,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
421,0;3;5;5;2,2/5,8/15,3/4,positive,2/5,2/5,positive,1,2/5,positive
422,0;3;5;6;1,1/3,2/3,1/2,positive,26/45,5/26,positive,1,1/3,positive
423,0;3;5;7;0,4/15,4/5,1/3,positive,38/45,8/95,positive,4/3,1/5,negative
424,0;3;6;0;6,3/5,4/5,3/4,positive,4/5,9/20,positive,1,3/5,positive
425,0;3;6;1;5,8/15,2/3,4/5,positive,26/45,32/65,positive,1,8/15,positive
426,0;3;6;2;4,7/15,8/15,7/8,positive,4/9,49/100,positive,1,7/15,positive
427,0;3;6;3;3,2/5,2/5,1,positive,2/5,2/5,positive,1,2/5,positive
428,0;3;6;4;2,1/3,8/15,5/8,positive,4/9,1/4,positive,1,1/3,positive
429,0;3;6;5;1,4/15,2/3,2/5,positive,26/45,8/65,positive,1,4/15,positive
430,0;3;6;6;0,1/5,4/5,1/4,zero,4/5,1/20,negative,1,1/5,negative
431,0;3;7;0;5,7/15,4/5,7/12,positive,38/45,49/190,positive,4/3,7/20,positive
432,0;3;7;1;4,2/5,2/3,3/5,positive,2/3,6/25,positive,4/3,3/10,positive
433,0;3;7;2;3,1/3,8/15,5/8,positive,26/45,5/26,positive,4/3,1/4,zero
434,0;3;7;3;2,4/15,8/15,1/2,positive,26/45,8/65,positive,4/3,1/5,negative
435,0;3;7;4;1,1/5,2/3,3/10,positive,2/3,3/50,negative,4/3,3/20,negative
436,0;3;7;5;0,2/15,4/5,1/6,negative,38/45,2/95,negative,4/3,1/10,negative
437,0;3;8;0;4,1/3,4/5,5/12,positive,44/45,5/44,positive,5/3,1/5,negative
438,0;3;8;1;3,4/15,2/3,2/5,positive,38/45,8/95,positive,5/3,4/25,negative
439,0;3;8;2;2,1/5,2/3,3/10,positive,4/5,1/20,negative,5/3,3/25,negative
440,0;3;8;3;1,2/15,2/3,1/5,negative,38/45,2/95,negative,5/3,2/25,negative
441,0;3;8;4;0,1/15,4/5,1/12,negative,44/45,1/220,negative,5/3,1/25,negative
442,0;3;9;0;3,1/5,4/5,1/4,zero,6/5,1/30,negative,2,1/10,negative
443,0;3;9;1;2,2/15,4/5,1/6,negative,10/9,2/125,negative,2,1/15,negative
444,0;3;9;2;1,1/15,4/5,1/12,negative,10/9,1/250,negative,2,1/30,negative
446,0;3;10;0;2,1/15,14/15,1/14,negative,68/45,1/340,negative,7/3,1/35,negative
452,0;4;0;0;11,6/5,6/5,1,positive,92/45,81/115,positive,8/3,9/20,positive
453,0;4;0;1;10,17/15,16/15,17/16,positive,8/5,289/360,positive,7/3,17/35,positive
454,0;4;0;2;9,16/15,14/15,8/7,positive,56/45,32/35,positive,2,8/15,positive
455,0;4;0;3;8,1,4/5,5/4,positive,44/45,45/44,positive,5/3,3/5,positive
456,0;4;0;4;7,14/15,4/5,7/6,positive,4/5,49/45,positive,4/3,7/10,positive
457,0;4;0;5;6,13/15,4/5,13/12,positive,32/45,169/160,positive,1,13/15,positive
458,0;4;0;6;5,4/5,4/5,1,positive,32/45,9/10,positive,1,4/5,positive
459,0;4;0;7;4,11/15,4/5,11/12,positive,4/5,121/180,positive,4/3,11/20,positive
460,0;4;0;8;3,2/3,4/5,5/6,positive,44/45,5/11,positive,5/3,2/5,positive
461,0;4;0;9;2,3/5,14/15,9/14,positive,56/45,81/280,positive,2,3/10,positive
462,0;4;0;10;1,8/15,16/15,1/2,positive,8/5,8/45,positive,7/3,8/35,negative
463,0;4;0;11;0,7/15,6/5,7/18,positive,92/45,49/460,positive,8/3,7/40,negative
464,0;4;1;0;10,16/15,16/15,1,positive,8/5,32/45,positive,7/3,16/35,positive
465,0;4;1;1;9,1,14/15,15/14,positive,6/5,5/6,positive,2,1/2,positive
466,0;4;1;2;8,14/15,4/5,7/6,positive,8/9,49/50,positive,5/3,14/25,positive
467,0;4;1;3;7,13/15,2/3,13/10,positive,2/3,169/150,positive,4/3,13/20,positive
468,0;4;1;4;6,4/5,2/3,6/5,positive,8/15,6/5,positive,1,4/5,positive
469,0;4;1;5;5,11/15,2/3,11/10,positive,22/45,11/10,positive,1,11/15,positive
470,0;4;1;6;4,2/3,2/3,1,positive,8/15,5/6,positive,1,2/3,positive
471,0;4;1;7;3,3/5,2/3,9/10,positive,2/3,27/50,positive,4/3,9/20,positive
472,0;4;1;8;2,8/15,4/5,2/3,positive,8/9,8/25,positive,5/3,8/25,positive
473,0;4;1;9;1,7/15,14/15,1/2,positive,6/5,49/270,positive,2,7/30,negative
474,0;4;1;10;0,2/5,16/15,3/8,positive,8/5,1/10,positive,7/3,6/35,negative
475,0;4;2;0;9,14/15,14/15,1,positive,56/45,7/10,positive,2,7/15,positive
476,0;4;2;1;8,13/15,4/5,13/12,positive,8/9,169/200,positive,5/3,13/25,positive
477,0;4;2;2;7,4/5,2/3,6/5,positive,28/45,36/35,positive,4/3,3/5,positive
478,0;4;2;3;6,11/15,8/15,11/8,positive,4/9,121/100,positive,1,11/15,positive
479,0;4;2;4;5,2/3,8/15,5/4,positive,16/45,5/4,positive,1,2/3,positive
480,0;4;2;5;4,3/5,8/15,9/8,positive,16/45,81/80,positive,1,3/5,positive
481,0;4;2;6;3,8/15,8/15,1,positive,4/9,16/25,positive,1,8/15,positive
482,0;4;2;7;2,7/15,2/3,7/10,positive,28/45,7/20,positive,4/3,7/20,positive
483,0;4;2;8;1,2/5,4/5,1/2,positive,8/9,9/50,positive,5/3,6/25,negative
484,0;4;2;9;0,1/3,14/15,5/14,positive,56/45,5/56,positive,2,1/6,negative
485,0;4;3;0;8,4/5,4/5,1,positive,44/45,36/55,positive,5/3,12/25,positive
486,0;4;3;1;7,11/15,2/3,11/10,positive,2/3,121/150,positive,4/3,11/20,positive
487,0;4;3;2;6,2/3,8/15,5/4,positive,4/9,1,positive,1,2/3,positive
488,0;4;3;3;5,3/5,2/5,3/2,positive,14/45,81/70,positive,1,3/5,positive
489,0;4;3;4;4,8/15,2/5,4/3,positive,4/15,16/15,positive,1,8/15,positive
490,0;4;3;5;3,7/15,2/5,7/6,positive,14/45,7/10,positive,1,7/15,positive
491,0;4;3;6;2,2/5,8/15,3/4,positive,4/9,9/25,positive,1,2/5,positive
492,0;4;3;7;1,1/3,2/3,1/2,positive,2/3,1/6,positive,4/3,1/4,zero
493,0;4;3;8;0,4/15,4/5,1/3,positive,44/45,4/55,positive,5/3,4/25,negative
494,0;4;4;0;7,2/3,4/5,5/6,positive,4/5,5/9,positive,4/3,1/2,positive
495,0;4;4;1;6,3/5,2/3,9/10,positive,8/15,27/40,positive,1,3/5,positive
496,0;4;4;2;5,8/15,8/15,1,positive,16/45,4/5,positive,1,8/15,positive
497,0;4;4;3;4,7/15,2/5,7/6,positive,4/15,49/60,positive,1,7/15,positive
498,0;4;4;4;3,2/5,2/5,1,positive,4/15,3/5,positive,1,2/5,positive
499,0;4;4;5;2,1/3,8/15,5/8,positive,16/45,5/16,positive,1,1/3,positive
500,0;4;4;6;1,4/15,2/3,2/5,positive,8/15,2/15,positive,1,4/15,positive
501,0;4;4;7;0,1/5,4/5,1/4,zero,4/5,1/20,negative,4/3,3/20,negative
502,0;4;5;0;6,8/15,4/5,2/3,positive,32/45,2/5,positive,1,8/15,positive
503,0;4;5;1;5,7/15,2/3,7/10,positive,22/45,49/110,positive,1,7/15,positive
504,0;4;5;2;4,2/5,8/15,3/4,positive,16/45,9/20,positive,1,2/5,positive
505,0;4;5;3;3,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
506,0;4;5;4;2,4/15,8/15,1/2,positive,16/45,1/5,positive,1,4/15,positive
507,0;4;5;5;1,1/5,2/3,3/10,positive,22/45,9/110,positive,1,1/5,negative
508,0;4;5;6;0,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
509,0;4;6;0;5,2/5,4/5,1/2,positive,32/45,9/40,positive,1,2/5,positive
510,0;4;6;1;4,1/3,2/3,1/2,positive,8/15,5/24,positive,1,1/3,positive
511,0;4;6;2;3,4/15,8/15,1/2,positive,4/9,4/25,positive,1,4/15,positive
512,0;4;6;3;2,1/5,8/15,3/8,positive,4/9,9/100,positive,1,1/5,negative
513,0;4;6;4;1,2/15,2/3,1/5,negative,8/15,1/30,negative,1,2/15,negative
514,0;4;6;5;0,1/15,4/5,1/12,negative,32/45,1/160,negative,1,1/15,negative
515,0;4;7;0;4,4/15,4/5,1/3,positive,4/5,4/45,positive,4/3,1/5,negative
516,0;4;7;1;3,1/5,2/3,3/10,positive,2/3,3/50,negative,4/3,3/20,negative
517,0;4;7;2;2,2/15,2/3,1/5,negative,28/45,1/35,negative,4/3,1/10,negative
518,0;4;7;3;1,1/15,2/3,1/10,negative,2/3,1/150,negative,4/3,1/20,negative
520,0;4;8;0;3,2/15,4/5,1/6,negative,44/45,1/55,negative,5/3,2/25,negative
521,0;4;8;1;2,1/15,4/5,1/12,negative,8/9,1/200,negative,5/3,1/25,negative
530,0;5;0;0;10,1,6/5,5/6,positive,16/9,9/16,positive,7/3,3/7,positive
531,0;5;0;1;9,14/15,16/15,7/8,positive,62/45,98/155,positive,2,7/15,positive
532,0;5;0;2;8,13/15,14/15,13/14,positive,16/15,169/240,positive,5/3,13/25,positive
533,0;5;0;3;7,4/5,4/5,1,positive,38/45,72/95,positive,4/3,3/5,positive
534,0;5;0;4;6,11/15,4/5,11/12,positive,32/45,121/160,positive,1,11/15,positive
535,0;5;0;5;5,2/3,4/5,5/6,positive,2/3,2/3,positive,1,2/3,positive
536,0;5;0;6;4,3/5,4/5,3/4,positive,32/45,81/160,positive,1,3/5,positive
537,0;5;0;7;3,8/15,4/5,2/3,positive,38/45,32/95,positive,4/3,2/5,positive
538,0;5;0;8;2,7/15,14/15,1/2,positive,16/15,49/240,positive,5/3,7/25,positive
539,0;5;0;9;1,2/5,16/15,3/8,positive,62/45,18/155,positive,2,1/5,negative
540,0;5;0;10;0,1/3,6/5,5/18,positive,16/9,1/16,zero,7/3,1/7,negative
541,0;5;1;0;9,13/15,16/15,13/16,positive,62/45,169/310,positive,2,13/30,positive
542,0;5;1;1;8,4/5,14/15,6/7,positive,46/45,72/115,positive,5/3,12/25,positive
543,0;5;1;2;7,11/15,4/5,11/12,positive,34/45,121/170,positive,4/3,11/20,positive
544,0;5;1;3;6,2/3,2/3,1,positive,26/45,10/13,positive,1,2/3,positive
545,0;5;1;4;5,3/5,2/3,9/10,positive,22/45,81/110,positive,1,3/5,positive
546,0;5;1;5;4,8/15,2/3,4/5,positive,22/45,32/55,positive,1,8/15,positive
547,0;5;1;6;3,7/15,2/3,7/10,positive,26/45,49/130,positive,1,7/15,positive
548,0;5;1;7;2,2/5,4/5,1/2,positive,34/45,18/85,positive,4/3,3/10,positive
549,0;5;1;8;1,1/3,14/15,5/14,positive,46/45,5/46,positive,5/3,1/5,negative
550,0;5;1;9;0,4/15,16/15,1/4,zero,62/45,8/155,negative,2,2/15,negative
551,0;5;2;0;8,11/15,14/15,11/14,positive,16/15,121/240,positive,5/3,11/25,positive
552,0;5;2;1;7,2/3,4/5,5/6,positive,34/45,10/17,positive,4/3,1/2,positive
553,0;5;2;2;6,3/5,2/3,9/10,positive,8/15,27/40,positive,1,3/5,positive
554,0;5;2;3;5,8/15,8/15,1,positive,2/5,32/45,positive,1,8/15,positive
555,0;5;2;4;4,7/15,8/15,7/8,positive,16/45,49/80,positive,1,7/15,positive
556,0;5;2;5;3,2/5,8/15,3/4,positive,2/5,2/5,positive,1,2/5,positive
557,0;5;2;6;2,1/3,2/3,1/2,positive,8/15,5/24,positive,1,1/3,positive
558,0;5;2;7;1,4/15,4/5,1/3,positive,34/45,8/85,positive,4/3,1/5,negative
559,0;5;2;8;0,1/5,14/15,3/14,negative,16/15,3/80,negative,5/3,3/25,negative
560,0;5;3;0;7,3/5,4/5,3/4,positive,38/45,81/190,positive,4/3,9/20,positive
561,0;5;3;1;6,8/15,2/3,4/5,positive,26/45,32/65,positive,1,8/15,positive
562,0;5;3;2;5,7/15,8/15,7/8,positive,2/5,49/90,positive,1,7/15,positive
563,0;5;3;3;4,2/5,2/5,1,positive,14/45,18/35,positive,1,2/5,positive
564,0;5;3;4;3,1/3,2/5,5/6,positive,14/45,5/14,positive,1,1/3,positive
565,0;5;3;5;2,4/15,8/15,1/2,positive,2/5,8/45,positive,1,4/15,positive
566,0;5;3;6;1,1/5,2/3,3/10,positive,26/45,9/130,positive,1,1/5,negative
567,0;5;3;7;0,2/15,4/5,1/6,negative,38/45,2/95,negative,4/3,1/10,negative
568,0;5;4;0;6,7/15,4/5,7/12,positive,32/45,49/160,positive,1,7/15,positive
569,0;5;4;1;5,2/5,2/3,3/5,positive,22/45,18/55,positive,1,2/5,positive
570,0;5;4;2;4,1/3,8/15,5/8,positive,16/45,5/16,positive,1,1/3,positive
571,0;5;4;3;3,4/15,2/5,2/3,positive,14/45,8/35,positive,1,4/15,positive
572,0;5;4;4;2,1/5,8/15,3/8,positive,16/45,9/80,positive,1,1/5,negative
573,0;5;4;5;1,2/15,2/3,1/5,negative,22/45,2/55,negative,1,2/15,negative
574,0;5;4;6;0,1/15,4/5,1/12,negative,32/45,1/160,negative,1,1/15,negative
575,0;5;5;0;5,1/3,4/5,5/12,positive,2/3,1/6,positive,1,1/3,positive
576,0;5;5;1;4,4/15,2/3,2/5,positive,22/45,8/55,positive,1,4/15,positive
577,0;5;5;2;3,1/5,8/15,3/8,positive,2/5,1/10,positive,1,1/5,negative
578,0;5;5;3;2,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
579,0;5;5;4;1,1/15,2/3,1/10,negative,22/45,1/110,negative,1,1/15,negative
581,0;5;6;0;4,1/5,4/5,1/4,zero,32/45,9/160,negative,1,1/5,negative
582,0;5;6;1;3,2/15,2/3,1/5,negative,26/45,2/65,negative,1,2/15,negative
583,0;5;6;2;2,1/15,2/3,1/10,negative,8/15,1/120,negative,1,1/15,negative
586,0;5;7;0;3,1/15,4/5,1/12,negative,38/45,1/190,negative,4/3,1/20,negative
596,0;6;0;0;9,4/5,6/5,2/3,positive,8/5,2/5,positive,2,2/5,positive
597,0;6;0;1;8,11/15,16/15,11/16,positive,56/45,121/280,positive,5/3,11/25,positive
598,0;6;0;2;7,2/3,14/15,5/7,positive,44/45,5/11,positive,4/3,1/2,positive
599,0;6;0;3;6,3/5,4/5,3/4,positive,4/5,9/20,positive,1,3/5,positive
600,0;6;0;4;5,8/15,4/5,2/3,positive,32/45,2/5,positive,1,8/15,positive
601,0;6;0;5;4,7/15,4/5,7/12,positive,32/45,49/160,positive,1,7/15,positive
602,0;6;0;6;3,2/5,4/5,1/2,positive,4/5,1/5,positive,1,2/5,positive
603,0;6;0;7;2,1/3,14/15,5/14,positive,44/45,5/44,positive,4/3,1/4,zero
604,0;6;0;8;1,4/15,16/15,1/4,zero,56/45,2/35,negative,5/3,4/25,negative
605,0;6;0;9;0,1/5,6/5,1/6,negative,8/5,1/40,negative,2,1/10,negative
606,0;6;1;0;8,2/3,16/15,5/8,positive,56/45,5/14,positive,5/3,2/5,positive
607,0;6;1;1;7,3/5,14/15,9/14,positive,14/15,27/70,positive,4/3,9/20,positive
608,0;6;1;2;6,8/15,4/5,2/3,positive,32/45,2/5,positive,1,8/15,positive
609,0;6;1;3;5,7/15,2/3,7/10,positive,26/45,49/130,positive,1,7/15,positive
610,0;6;1;4;4,2/5,2/3,3/5,positive,8/15,3/10,positive,1,2/5,positive
611,0;6;1;5;3,1/3,2/3,1/2,positive,26/45,5/26,positive,1,1/3,positive
612,0;6;1;6;2,4/15,4/5,1/3,positive,32/45,1/10,positive,1,4/15,positive
613,0;6;1;7;1,1/5,14/15,3/14,negative,14/15,3/70,negative,4/3,3/20,negative
